player_id,name,age,position,nationality,club,market_value,goals,assists,minutes_played,contract_years_left
1130,Player_1129,26,CB,Belgium,Club_129,€1M,1,3,3293,0
1131,Player_1130,21,LB,England,Club_130,€1M,2,0,1907,5
1132,Player_1131,33,RB,Spain,Club_131,€359K,0,1,752,5
1133,Player_1132,25,CDM,Germany,Club_132,€1M,2,4,2828,4
1134,Player_1133,19,CM,France,Club_133,€1M,0,1,1024,2
1135,Player_1134,24,CAM,Brazil,Club_134,€1M,0,0,545,2
1136,Player_1135,21,LM,Argentina,Club_135,€1M,0,3,1469,2
1137,Player_1136,17,RM,Italy,Club_136,€1M,0,0,78,5
1138,Player_1137,32,LW,Portugal,Club_137,€1M,1,0,1259,2
1139,Player_1138,20,RW,Netherlands,Club_138,€1M,2,0,2381,2
1140,Player_1139,21,ST,Belgium,Club_139,€2M,0,1,888,5
1141,Player_1140,27,GK,England,Club_140,€796K,3,1,3420,3
1142,Player_1141,25,CB,Spain,Club_141,€1M,1,1,3169,2
1143,Player_1142,21,LB,Germany,Club_142,€1M,3,0,1105,3
1144,Player_1143,23,RB,France,Club_143,€868K,1,0,2549,3
1145,Player_1144,17,CDM,Brazil,Club_144,€719K,0,0,1990,4
1146,Player_1145,27,CM,Argentina,Club_145,€1M,1,1,1500,5
1147,Player_1146,28,CAM,Italy,Club_146,€1M,1,0,3775,0
1148,Player_1147,22,LM,Portugal,Club_147,€855K,2,1,2812,2
1149,Player_1148,25,RM,Netherlands,Club_148,€1M,0,0,920,0
1150,Player_1149,28,LW,Belgium,Club_149,€869K,1,0,549,1
1151,Player_1150,32,RW,England,Club_150,€1M,2,0,2061,3
1152,Player_1151,29,ST,Spain,Club_151,€1M,0,0,391,1
1153,Player_1152,17,GK,Germany,Club_152,€391K,2,0,3418,3
1154,Player_1153,26,CB,France,Club_153,€1M,1,2,2357,2
1155,Player_1154,16,LB,Brazil,Club_154,€786K,2,1,2433,1
1156,Player_1155,34,RB,Argentina,Club_155,€816K,2,0,3280,5
1157,Player_1156,19,CDM,Italy,Club_156,€649K,1,0,1380,4
1158,Player_1157,34,CM,Portugal,Club_157,€619K,0,0,973,1
1159,Player_1158,26,CAM,Netherlands,Club_158,€1M,2,1,3672,3
1160,Player_1159,23,LM,Belgium,Club_159,€2M,4,2,3639,5
1161,Player_1160,26,RM,England,Club_160,€1M,1,2,3165,3
1162,Player_1161,19,LW,Spain,Club_161,€1M,1,0,3164,0
1163,Player_1162,32,RW,Germany,Club_162,€816K,0,0,339,1
1164,Player_1163,22,ST,France,Club_163,€2M,0,1,2644,4
1165,Player_1164,23,GK,Brazil,Club_164,€513K,4,0,3516,2
1166,Player_1165,18,CB,Argentina,Club_165,€745K,0,0,756,0
1167,Player_1166,17,LB,Italy,Club_166,€520K,0,0,1045,1
1168,Player_1167,30,RB,Portugal,Club_167,€632K,5,1,2338,0
1169,Player_1168,20,CDM,Netherlands,Club_168,€975K,4,1,3556,1
1170,Player_1169,16,CM,Belgium,Club_169,€793K,3,1,2353,2
1171,Player_1170,19,CAM,England,Club_170,€2M,2,1,2681,2
1172,Player_1171,30,LM,Spain,Club_171,€1M,3,2,3199,4
1173,Player_1172,35,RM,Germany,Club_172,€1M,2,1,2672,0
1174,Player_1173,34,LW,France,Club_173,€1M,0,0,938,4
1175,Player_1174,18,RW,Brazil,Club_174,€2M,3,3,3344,1
1176,Player_1175,35,ST,Argentina,Club_175,€1M,0,0,847,2
1177,Player_1176,26,GK,Italy,Club_176,€816K,0,0,441,2
1178,Player_1177,32,CB,Portugal,Club_177,€476K,1,1,2550,3
1179,Player_1178,28,LB,Netherlands,Club_178,€635K,0,1,129,3
1180,Player_1179,26,RB,Belgium,Club_179,€992K,1,0,3203,4
1181,Player_1180,17,CDM,England,Club_180,€918K,0,0,596,0
1182,Player_1181,24,CM,Spain,Club_181,€1M,0,0,1958,1
1183,Player_1182,17,CAM,Germany,Club_182,€1M,0,0,1505,4
1184,Player_1183,24,LM,France,Club_183,€903K,1,0,861,2
1185,Player_1184,24,RM,Brazil,Club_184,€1M,4,2,3461,2
1186,Player_1185,23,LW,Argentina,Club_185,€3M,4,1,2640,2
1187,Player_1186,32,RW,Italy,Club_186,€972K,0,1,998,1
1188,Player_1187,16,ST,Portugal,Club_187,€1M,1,1,2372,4
1189,Player_1188,26,GK,Netherlands,Club_188,€1M,1,3,3140,1
1190,Player_1189,23,CB,Belgium,Club_189,€611K,0,2,3731,5
1191,Player_1190,25,LB,England,Club_190,€933K,1,0,2495,2
1192,Player_1191,22,RB,Spain,Club_191,€809K,0,1,1551,3
1193,Player_1192,18,CDM,Germany,Club_192,€572K,2,1,2866,4
1194,Player_1193,18,CM,France,Club_193,€1M,1,1,1640,3
1195,Player_1194,33,CAM,Brazil,Club_194,€721K,0,2,3236,4
1196,Player_1195,20,LM,Argentina,Club_195,€2M,2,2,1511,2
1197,Player_1196,27,RM,Italy,Club_196,€1M,1,1,1736,3
1198,Player_1197,27,LW,Portugal,Club_197,€1M,3,1,2756,3
1199,Player_1198,34,RW,Netherlands,Club_198,€2M,3,1,1449,4
1200,Player_1199,21,ST,Belgium,Club_199,€3M,5,0,3768,5
1201,Player_1200,17,GK,England,Club_0,€419K,1,1,1857,5
1202,Player_1201,27,CB,Spain,Club_1,€671K,1,0,264,3
1203,Player_1202,34,LB,Germany,Club_2,€409K,3,0,2659,3
1204,Player_1203,20,RB,France,Club_3,€1M,2,0,3413,2
1205,Player_1204,27,CDM,Brazil,Club_4,€665K,1,0,2879,4
1206,Player_1205,32,CM,Argentina,Club_5,€1M,4,1,3797,4
1207,Player_1206,32,CAM,Italy,Club_6,€1M,0,1,3349,0
1208,Player_1207,25,LM,Portugal,Club_7,€1M,2,2,2721,4
1209,Player_1208,32,RM,Netherlands,Club_8,€996K,2,1,1462,2
1210,Player_1209,30,LW,Belgium,Club_9,€1M,0,0,156,3
1211,Player_1210,27,RW,England,Club_10,€1M,0,0,1445,0
1212,Player_1211,31,ST,Spain,Club_11,€1M,2,0,2298,3
1213,Player_1212,34,GK,Germany,Club_12,€721K,3,2,2925,4
1214,Player_1213,23,CB,France,Club_13,€1M,0,0,1632,1
1215,Player_1214,32,LB,Brazil,Club_14,€553K,0,2,2577,3
1216,Player_1215,20,RB,Argentina,Club_15,€1M,2,0,2374,5
1217,Player_1216,31,CDM,Italy,Club_16,€1M,3,1,3008,4
1218,Player_1217,21,CM,Portugal,Club_17,€1M,1,0,894,5
1219,Player_1218,23,CAM,Netherlands,Club_18,€981K,1,0,2144,2
1220,Player_1219,33,LM,Belgium,Club_19,€736K,0,1,512,5
1221,Player_1220,27,RM,England,Club_20,€1M,0,0,215,4
1222,Player_1221,30,LW,Spain,Club_21,€1M,1,0,3203,0
1223,Player_1222,24,RW,Germany,Club_22,€2M,2,0,3331,5
1224,Player_1223,28,ST,France,Club_23,€1M,0,0,2172,1
1225,Player_1224,30,GK,Brazil,Club_24,€483K,0,1,3153,1
1226,Player_1225,25,CB,Argentina,Club_25,€1M,1,1,3354,1
1227,Player_1226,31,LB,Italy,Club_26,€524K,1,0,1706,5
1228,Player_1227,22,RB,Portugal,Club_27,€821K,3,0,2106,2
1229,Player_1228,32,CDM,Netherlands,Club_28,€329K,0,1,1567,1
1230,Player_1229,22,CM,Belgium,Club_29,€1M,0,2,2208,3
1231,Player_1230,29,CAM,England,Club_30,€1M,0,0,2331,2
1232,Player_1231,30,LM,Spain,Club_31,€1M,0,2,2153,4
1233,Player_1232,22,RM,Germany,Club_32,€1M,0,0,1128,0
1234,Player_1233,24,LW,France,Club_33,€1M,2,0,3510,2
1235,Player_1234,34,RW,Brazil,Club_34,€1M,0,0,227,0
1236,Player_1235,31,ST,Argentina,Club_35,€2M,1,0,3771,2
1237,Player_1236,23,GK,Italy,Club_36,€592K,1,0,3653,4
1238,Player_1237,33,CB,Portugal,Club_37,€805K,0,0,2365,0
1239,Player_1238,33,LB,Netherlands,Club_38,€451K,0,0,1487,2
1240,Player_1239,35,RB,Belgium,Club_39,€651K,2,0,801,0
1241,Player_1240,22,CDM,England,Club_40,€1M,2,1,1622,1
1242,Player_1241,18,CM,Spain,Club_41,€652K,1,1,1905,1
1243,Player_1242,33,CAM,Germany,Club_42,€1M,1,1,2921,5
1244,Player_1243,25,LM,France,Club_43,€809K,0,0,471,1
1245,Player_1244,22,RM,Brazil,Club_44,€960K,0,0,1079,3
1246,Player_1245,32,LW,Argentina,Club_45,€2M,6,0,2672,1
1247,Player_1246,29,RW,Italy,Club_46,€758K,0,2,2060,1
1248,Player_1247,18,ST,Portugal,Club_47,€3M,4,1,3511,4
1249,Player_1248,27,GK,Netherlands,Club_48,€423K,0,0,1041,0
1250,Player_1249,28,CB,Belgium,Club_49,€1M,1,1,2741,0
1251,Player_1250,17,LB,England,Club_50,€468K,1,1,3020,1
1252,Player_1251,18,RB,Spain,Club_51,€911K,1,1,2160,0
1253,Player_1252,20,CDM,Germany,Club_52,€898K,0,0,228,2
1254,Player_1253,26,CM,France,Club_53,€1M,0,0,170,5
1255,Player_1254,23,CAM,Brazil,Club_54,€1M,0,0,294,1
1256,Player_1255,27,LM,Argentina,Club_55,€990K,0,0,188,5
1257,Player_1256,22,RM,Italy,Club_56,€672K,0,0,425,1
1258,Player_1257,30,LW,Portugal,Club_57,€1M,1,0,976,3
1259,Player_1258,32,RW,Netherlands,Club_58,€1M,0,0,1102,5
1260,Player_1259,19,ST,Belgium,Club_59,€1M,3,0,2705,2
1261,Player_1260,28,GK,England,Club_60,€404K,2,0,918,1
1262,Player_1261,33,CB,Spain,Club_61,€889K,3,0,3253,1
1263,Player_1262,16,LB,Germany,Club_62,€902K,0,2,498,0
1264,Player_1263,31,RB,France,Club_63,€797K,1,2,1821,1
1265,Player_1264,28,CDM,Brazil,Club_64,€545K,1,0,2809,5
1266,Player_1265,25,CM,Argentina,Club_65,€1M,1,1,865,5
1267,Player_1266,27,CAM,Italy,Club_66,€746K,0,1,825,1
1268,Player_1267,17,LM,Portugal,Club_67,€1M,4,1,3779,1
1269,Player_1268,18,RM,Netherlands,Club_68,€2M,5,0,1858,1
1270,Player_1269,25,LW,Belgium,Club_69,€2M,1,0,2118,3
1271,Player_1270,17,RW,England,Club_70,€1M,0,0,2295,2
1272,Player_1271,28,ST,Spain,Club_71,€1M,0,0,145,5
1273,Player_1272,28,GK,Germany,Club_72,€641K,2,0,1641,3
1274,Player_1273,33,CB,France,Club_73,€1M,2,0,1319,0
1275,Player_1274,18,LB,Brazil,Club_74,€619K,2,1,2629,4
1276,Player_1275,22,RB,Argentina,Club_75,€565K,0,0,469,1
1277,Player_1276,29,CDM,Italy,Club_76,€1M,4,1,3577,5
1278,Player_1277,35,CM,Portugal,Club_77,€1M,0,0,192,0
1279,Player_1278,32,CAM,Netherlands,Club_78,€1M,0,0,1091,5
1280,Player_1279,27,LM,Belgium,Club_79,€1M,0,0,2541,4
1281,Player_1280,31,RM,England,Club_80,€781K,0,0,51,1
1282,Player_1281,27,LW,Spain,Club_81,€1M,0,2,2929,5
1283,Player_1282,30,RW,Germany,Club_82,€2M,0,3,2410,1
1284,Player_1283,25,ST,France,Club_83,€3M,1,2,1820,4
1285,Player_1284,22,GK,Brazil,Club_84,€900K,2,0,2964,3
1286,Player_1285,35,CB,Argentina,Club_85,€457K,1,1,2521,4
1287,Player_1286,20,LB,Italy,Club_86,€944K,1,0,1869,4
1288,Player_1287,16,RB,Portugal,Club_87,€743K,2,1,2568,5
1289,Player_1288,32,CDM,Netherlands,Club_88,€340K,1,1,1786,2
1290,Player_1289,18,CM,Belgium,Club_89,€714K,2,0,1454,1
1291,Player_1290,28,CAM,England,Club_90,€2M,1,2,1867,5
1292,Player_1291,29,LM,Spain,Club_91,€1M,0,1,3369,1
1293,Player_1292,33,RM,Germany,Club_92,€1M,0,1,3506,3
1294,Player_1293,19,LW,France,Club_93,€2M,2,1,3767,3
1295,Player_1294,33,RW,Brazil,Club_94,€708K,1,2,2738,2
1296,Player_1295,20,ST,Argentina,Club_95,€3M,2,1,3269,2
1297,Player_1296,31,GK,Italy,Club_96,€345K,1,1,3199,2
1298,Player_1297,16,CB,Portugal,Club_97,€955K,1,1,2579,3
1299,Player_1298,29,LB,Netherlands,Club_98,€824K,1,0,2007,4
1300,Player_1299,30,RB,Belgium,Club_99,€1M,2,0,1434,5
1301,Player_1300,24,CDM,England,Club_100,€722K,0,1,839,1
1302,Player_1301,30,CM,Spain,Club_101,€1M,0,0,3136,1
1303,Player_1302,32,CAM,Germany,Club_102,€1M,2,0,3765,5
1304,Player_1303,19,LM,France,Club_103,€1M,0,1,240,0
1305,Player_1304,27,RM,Brazil,Club_104,€1M,3,2,3440,3
1306,Player_1305,20,LW,Argentina,Club_105,€2M,1,1,535,3
1307,Player_1306,20,RW,Italy,Club_106,€731K,0,0,1407,2
1308,Player_1307,26,ST,Portugal,Club_107,€4M,4,1,3502,5
1309,Player_1308,21,GK,Netherlands,Club_108,€685K,0,0,82,0
1310,Player_1309,22,CB,Belgium,Club_109,€653K,0,0,981,0
1311,Player_1310,29,LB,England,Club_110,€1M,1,1,3768,3
1312,Player_1311,26,RB,Spain,Club_111,€520K,1,0,950,2
1313,Player_1312,28,CDM,Germany,Club_112,€1M,0,1,610,1
1314,Player_1313,17,CM,France,Club_113,€905K,0,1,573,2
1315,Player_1314,22,CAM,Brazil,Club_114,€1M,0,1,2333,1
1316,Player_1315,35,LM,Argentina,Club_115,€846K,0,0,988,3
1317,Player_1316,19,RM,Italy,Club_116,€1M,1,0,3605,2
1318,Player_1317,23,LW,Portugal,Club_117,€997K,0,0,458,0
1319,Player_1318,35,RW,Netherlands,Club_118,€892K,0,1,3283,5
1320,Player_1319,34,ST,Belgium,Club_119,€1M,2,1,2173,4
1321,Player_1320,28,GK,England,Club_120,€839K,1,1,3484,0
1322,Player_1321,29,CB,Spain,Club_121,€665K,1,0,1522,5
1323,Player_1322,25,LB,Germany,Club_122,€789K,0,1,2472,1
1324,Player_1323,26,RB,France,Club_123,€938K,1,0,2601,3
1325,Player_1324,17,CDM,Brazil,Club_124,€1M,2,0,2657,2
1326,Player_1325,24,CM,Argentina,Club_125,€732K,1,0,1984,3
1327,Player_1326,32,CAM,Italy,Club_126,€1M,0,0,1566,3
1328,Player_1327,18,LM,Portugal,Club_127,€1M,6,1,3229,1
1329,Player_1328,21,RM,Netherlands,Club_128,€1M,1,1,2159,3
1330,Player_1329,20,LW,Belgium,Club_129,€2M,2,2,2449,2
1331,Player_1330,20,RW,England,Club_130,€727K,0,0,121,0
1332,Player_1331,30,ST,Spain,Club_131,€1M,0,0,272,3
1333,Player_1332,32,GK,Germany,Club_132,€536K,2,1,1317,2
1334,Player_1333,24,CB,France,Club_133,€898K,0,1,397,2
1335,Player_1334,18,LB,Brazil,Club_134,€943K,0,1,2518,1
1336,Player_1335,35,RB,Argentina,Club_135,€415K,0,0,984,3
1337,Player_1336,32,CDM,Italy,Club_136,€939K,1,0,1230,1
1338,Player_1337,25,CM,Portugal,Club_137,€1M,2,0,1133,0
1339,Player_1338,18,CAM,Netherlands,Club_138,€2M,1,3,3511,0
1340,Player_1339,33,LM,Belgium,Club_139,€1M,0,3,1301,5
1341,Player_1340,33,RM,England,Club_140,€1M,1,2,3639,2
1342,Player_1341,32,LW,Spain,Club_141,€683K,1,1,1910,3
1343,Player_1342,18,RW,Germany,Club_142,€1M,2,2,2616,5
1344,Player_1343,18,ST,France,Club_143,€1M,0,2,1505,2
1345,Player_1344,21,GK,Brazil,Club_144,€539K,2,0,3185,3
1346,Player_1345,28,CB,Argentina,Club_145,€1M,3,1,1916,1
1347,Player_1346,30,LB,Italy,Club_146,€807K,1,0,2944,0
1348,Player_1347,24,RB,Portugal,Club_147,€346K,0,0,819,5
1349,Player_1348,19,CDM,Netherlands,Club_148,€862K,1,1,2900,5
1350,Player_1349,29,CM,Belgium,Club_149,€1M,2,4,3548,0
1351,Player_1350,20,CAM,England,Club_150,€1M,2,1,2757,1
1352,Player_1351,17,LM,Spain,Club_151,€1M,2,1,1956,4
1353,Player_1352,26,RM,Germany,Club_152,€1M,1,0,2368,4
1354,Player_1353,24,LW,France,Club_153,€812K,0,0,178,4
1355,Player_1354,18,RW,Brazil,Club_154,€2M,2,0,896,3
1356,Player_1355,24,ST,Argentina,Club_155,€3M,2,1,2266,5
1357,Player_1356,18,GK,Italy,Club_156,€960K,2,1,2836,1
1358,Player_1357,17,CB,Portugal,Club_157,€786K,2,0,1972,3
1359,Player_1358,27,LB,Netherlands,Club_158,€1M,0,3,1551,3
1360,Player_1359,25,RB,Belgium,Club_159,€424K,0,0,491,1
1361,Player_1360,24,CDM,England,Club_160,€632K,0,0,60,3
1362,Player_1361,30,CM,Spain,Club_161,€731K,1,0,1077,5
1363,Player_1362,23,CAM,Germany,Club_162,€1M,1,0,1703,1
1364,Player_1363,20,LM,France,Club_163,€1M,1,1,2585,4
1365,Player_1364,26,RM,Brazil,Club_164,€691K,1,0,2895,4
1366,Player_1365,17,LW,Argentina,Club_165,€625K,0,0,3035,3
1367,Player_1366,30,RW,Italy,Club_166,€981K,0,0,64,0
1368,Player_1367,21,ST,Portugal,Club_167,€1M,0,2,3683,1
1369,Player_1368,23,GK,Netherlands,Club_168,€610K,0,0,585,2
1370,Player_1369,20,CB,Belgium,Club_169,€1M,1,3,1727,2
1371,Player_1370,31,LB,England,Club_170,€1M,3,1,2218,3
1372,Player_1371,33,RB,Spain,Club_171,€940K,1,3,3344,0
1373,Player_1372,21,CDM,Germany,Club_172,€1M,4,3,3770,1
1374,Player_1373,20,CM,France,Club_173,€571K,0,0,534,4
1375,Player_1374,31,CAM,Brazil,Club_174,€1M,2,1,3462,3
1376,Player_1375,28,LM,Argentina,Club_175,€2M,4,0,2740,1
1377,Player_1376,20,RM,Italy,Club_176,€1M,0,1,3398,1
1378,Player_1377,28,LW,Portugal,Club_177,€1M,0,0,2155,1
1379,Player_1378,32,RW,Netherlands,Club_178,€1M,0,0,1870,0
1380,Player_1379,33,ST,Belgium,Club_179,€2M,1,2,3233,1
1381,Player_1380,23,GK,England,Club_180,€395K,2,0,2861,0
1382,Player_1381,28,CB,Spain,Club_181,€717K,0,2,1004,0
1383,Player_1382,34,LB,Germany,Club_182,€748K,1,2,2499,5
1384,Player_1383,18,RB,France,Club_183,€736K,0,0,1229,1
1385,Player_1384,23,CDM,Brazil,Club_184,€609K,0,1,2637,5
1386,Player_1385,17,CM,Argentina,Club_185,€1M,2,0,1039,4
1387,Player_1386,23,CAM,Italy,Club_186,€1M,0,0,326,5
1388,Player_1387,28,LM,Portugal,Club_187,€1M,0,0,607,5
1389,Player_1388,28,RM,Netherlands,Club_188,€1M,2,2,2706,1
1390,Player_1389,16,LW,Belgium,Club_189,€1M,0,0,1,4
1391,Player_1390,21,RW,England,Club_190,€1M,0,0,1033,3
1392,Player_1391,34,ST,Spain,Club_191,€1M,1,2,2481,2
1393,Player_1392,31,GK,Germany,Club_192,€472K,0,0,124,3
1394,Player_1393,23,CB,France,Club_193,€1M,0,1,1104,0
1395,Player_1394,16,LB,Brazil,Club_194,€853K,0,0,2532,3
1396,Player_1395,31,RB,Argentina,Club_195,€513K,1,4,2699,2
1397,Player_1396,24,CDM,Italy,Club_196,€1M,1,2,1861,2
1398,Player_1397,28,CM,Portugal,Club_197,€764K,0,0,1173,4
1399,Player_1398,26,CAM,Netherlands,Club_198,€2M,3,1,2847,3
1400,Player_1399,28,LM,Belgium,Club_199,€2M,1,4,2920,0
1401,Player_1400,25,RM,England,Club_0,€1M,3,2,3411,5
1402,Player_1401,19,LW,Spain,Club_1,€1M,1,0,128,5
1403,Player_1402,21,RW,Germany,Club_2,€1M,0,1,437,0
1404,Player_1403,22,ST,France,Club_3,€2M,2,1,750,4
1405,Player_1404,20,GK,Brazil,Club_4,€596K,1,0,2548,5
1406,Player_1405,26,CB,Argentina,Club_5,€686K,2,0,3129,4
1407,Player_1406,28,LB,Italy,Club_6,€322K,0,0,1221,5
1408,Player_1407,34,RB,Portugal,Club_7,€387K,2,1,2258,5
1409,Player_1408,25,CDM,Netherlands,Club_8,€1M,0,3,901,3
1410,Player_1409,25,CM,Belgium,Club_9,€1M,0,1,2092,4
1411,Player_1410,26,CAM,England,Club_10,€2M,1,0,3168,2
1412,Player_1411,22,LM,Spain,Club_11,€752K,1,0,1302,0
1413,Player_1412,33,RM,Germany,Club_12,€1M,0,1,2582,5
1414,Player_1413,19,LW,France,Club_13,€827K,1,0,1433,2
1415,Player_1414,17,RW,Brazil,Club_14,€1M,1,0,2508,1
1416,Player_1415,29,ST,Argentina,Club_15,€1M,0,0,390,2
1417,Player_1416,28,GK,Italy,Club_16,€345K,0,0,1067,0
1418,Player_1417,27,CB,Portugal,Club_17,€999K,0,0,26,1
1419,Player_1418,22,LB,Netherlands,Club_18,€640K,0,2,2841,3
1420,Player_1419,17,RB,Belgium,Club_19,€1M,3,2,3168,1
1421,Player_1420,28,CDM,England,Club_20,€997K,1,1,3022,4
1422,Player_1421,29,CM,Spain,Club_21,€1M,0,1,547,0
1423,Player_1422,32,CAM,Germany,Club_22,€1M,0,2,2668,4
1424,Player_1423,24,LM,France,Club_23,€1M,0,0,566,2
1425,Player_1424,32,RM,Brazil,Club_24,€773K,0,0,703,3
1426,Player_1425,23,LW,Argentina,Club_25,€2M,1,0,1242,0
1427,Player_1426,17,RW,Italy,Club_26,€1M,1,0,184,3
1428,Player_1427,28,ST,Portugal,Club_27,€1M,3,1,3140,5
1429,Player_1428,18,GK,Netherlands,Club_28,€750K,1,0,3201,0
1430,Player_1429,31,CB,Belgium,Club_29,€336K,0,0,1590,4
1431,Player_1430,21,LB,England,Club_30,€509K,1,0,1913,2
1432,Player_1431,34,RB,Spain,Club_31,€454K,2,4,3680,1
1433,Player_1432,22,CDM,Germany,Club_32,€453K,0,0,847,3
1434,Player_1433,25,CM,France,Club_33,€594K,0,0,598,0
1435,Player_1434,24,CAM,Brazil,Club_34,€820K,0,1,805,0
1436,Player_1435,17,LM,Argentina,Club_35,€1M,1,1,3702,5
1437,Player_1436,30,RM,Italy,Club_36,€1M,2,2,3791,3
1438,Player_1437,20,LW,Portugal,Club_37,€1M,1,1,1357,1
1439,Player_1438,19,RW,Netherlands,Club_38,€1M,1,0,3225,2
1440,Player_1439,35,ST,Belgium,Club_39,€1M,3,1,3618,0
1441,Player_1440,19,GK,England,Club_40,€270K,0,2,2126,0
1442,Player_1441,33,CB,Spain,Club_41,€680K,1,2,2626,3
1443,Player_1442,19,LB,Germany,Club_42,€682K,3,1,1878,3
1444,Player_1443,32,RB,France,Club_43,€460K,2,0,2460,0
1445,Player_1444,27,CDM,Brazil,Club_44,€743K,0,1,545,0
1446,Player_1445,32,CM,Argentina,Club_45,€1M,1,2,1632,5
1447,Player_1446,25,CAM,Italy,Club_46,€1M,2,1,2216,0
1448,Player_1447,16,LM,Portugal,Club_47,€2M,2,1,2728,4
1449,Player_1448,33,RM,Netherlands,Club_48,€1M,1,1,3734,0
1450,Player_1449,33,LW,Belgium,Club_49,€1M,1,2,2630,2
1451,Player_1450,29,RW,England,Club_50,€1M,1,2,2562,2
1452,Player_1451,30,ST,Spain,Club_51,€3M,2,1,3385,5
1453,Player_1452,27,GK,Germany,Club_52,€412K,1,0,2079,1
1454,Player_1453,19,CB,France,Club_53,€870K,0,1,2334,3
1455,Player_1454,18,LB,Brazil,Club_54,€697K,1,1,2641,1
1456,Player_1455,35,RB,Argentina,Club_55,€895K,4,0,3114,0
1457,Player_1456,27,CDM,Italy,Club_56,€1M,0,0,1926,3
1458,Player_1457,22,CM,Portugal,Club_57,€2M,2,0,616,0
1459,Player_1458,26,CAM,Netherlands,Club_58,€1M,1,0,3072,3
1460,Player_1459,16,LM,Belgium,Club_59,€1M,1,1,3644,5
1461,Player_1460,21,RM,England,Club_60,€1M,2,1,2317,4
1462,Player_1461,30,LW,Spain,Club_61,€1M,1,0,1203,4
1463,Player_1462,30,RW,Germany,Club_62,€1M,0,0,1759,4
1464,Player_1463,34,ST,France,Club_63,€1M,1,0,2565,5
1465,Player_1464,26,GK,Brazil,Club_64,€618K,0,1,3174,1
1466,Player_1465,17,CB,Argentina,Club_65,€1M,0,2,3081,3
1467,Player_1466,29,LB,Italy,Club_66,€856K,2,1,2630,1
1468,Player_1467,17,RB,Portugal,Club_67,€770K,2,1,3161,3
1469,Player_1468,19,CDM,Netherlands,Club_68,€709K,0,0,225,0
1470,Player_1469,32,CM,Belgium,Club_69,€1M,1,0,669,4
1471,Player_1470,18,CAM,England,Club_70,€1M,0,0,1763,4
1472,Player_1471,28,LM,Spain,Club_71,€1M,0,0,916,3
1473,Player_1472,24,RM,Germany,Club_72,€2M,1,1,2173,1
1474,Player_1473,22,LW,France,Club_73,€1M,1,0,3003,1
1475,Player_1474,30,RW,Brazil,Club_74,€1M,2,1,3280,2
1476,Player_1475,26,ST,Argentina,Club_75,€3M,1,1,3168,4
1477,Player_1476,35,GK,Italy,Club_76,€682K,3,0,2121,4
1478,Player_1477,17,CB,Portugal,Club_77,€731K,3,3,3698,1
1479,Player_1478,30,LB,Netherlands,Club_78,€708K,1,0,1214,4
1480,Player_1479,29,RB,Belgium,Club_79,€798K,0,0,1705,1
1481,Player_1480,35,CDM,England,Club_80,€562K,1,0,1842,2
1482,Player_1481,26,CM,Spain,Club_81,€1M,1,0,1983,3
1483,Player_1482,18,CAM,Germany,Club_82,€1M,3,2,3787,3
1484,Player_1483,32,LM,France,Club_83,€1M,0,0,55,2
1485,Player_1484,27,RM,Brazil,Club_84,€1M,1,0,719,4
1486,Player_1485,30,LW,Argentina,Club_85,€1M,2,1,2600,0
1487,Player_1486,31,RW,Italy,Club_86,€897K,0,0,2079,4
1488,Player_1487,20,ST,Portugal,Club_87,€2M,1,1,3598,1
1489,Player_1488,35,GK,Netherlands,Club_88,€320K,0,0,573,5
1490,Player_1489,21,CB,Belgium,Club_89,€647K,0,0,666,0
1491,Player_1490,34,LB,England,Club_90,€541K,0,0,283,2
1492,Player_1491,20,RB,Spain,Club_91,€584K,0,0,1744,3
1493,Player_1492,18,CDM,Germany,Club_92,€1M,4,1,3565,3
1494,Player_1493,16,CM,France,Club_93,€1M,2,1,2234,4
1495,Player_1494,21,CAM,Brazil,Club_94,€1M,0,1,497,3
1496,Player_1495,30,LM,Argentina,Club_95,€1M,1,1,1465,4
1497,Player_1496,17,RM,Italy,Club_96,€1M,0,0,129,1
1498,Player_1497,18,LW,Portugal,Club_97,€1M,1,0,638,1
1499,Player_1498,32,RW,Netherlands,Club_98,€1M,2,0,3363,2
1500,Player_1499,27,ST,Belgium,Club_99,€3M,1,1,2161,5
1501,Player_1500,33,GK,England,Club_100,€496K,4,1,3270,1
1502,Player_1501,30,CB,Spain,Club_101,€494K,1,0,2060,4
1503,Player_1502,27,LB,Germany,Club_102,€592K,3,0,3342,3
1504,Player_1503,31,RB,France,Club_103,€543K,3,0,3672,1
1505,Player_1504,23,CDM,Brazil,Club_104,€1M,4,0,3286,1
1506,Player_1505,29,CM,Argentina,Club_105,€1M,1,1,2491,4
1507,Player_1506,32,CAM,Italy,Club_106,€740K,0,0,3583,1
1508,Player_1507,23,LM,Portugal,Club_107,€1M,1,2,2494,3
1509,Player_1508,30,RM,Netherlands,Club_108,€1M,2,0,985,5
1510,Player_1509,29,LW,Belgium,Club_109,€1M,1,1,992,3
1511,Player_1510,33,RW,England,Club_110,€810K,1,1,2762,5
1512,Player_1511,35,ST,Spain,Club_111,€2M,2,3,2121,3
1513,Player_1512,22,GK,Germany,Club_112,€758K,2,0,2584,3
1514,Player_1513,18,CB,France,Club_113,€1M,1,0,100,0
1515,Player_1514,27,LB,Brazil,Club_114,€849K,2,2,2223,3
